ID,treatment,microbiome,1-Methylhistidine,3-Methylhistidine,Acetylcarnitine,Alanine,alpha-Aminoadipic acid,Alpha-Aminobutyric acid,Arachidonic acid,Arginine,Asparagine,Aspartic Acid,Asymmetric dimethylarginine,Betaine,Butyrylcarnitine,Carnitine,Carnosine,Ceramide(d18:1/16:0),Choline,Citrulline,Cysteine,Cystine,Decanoylcarnitine,Diacylglyceride(16:0_18:2),Diacylglyceride(16:1_18:2),Diacylglyceride(18:1_18:1),Diacylglyceride(18:1_18:2),Diacylglyceride(18:2_18:2),Diacylglyceride(18:2_18:3),Diacylglyceride(18:2_20:4),Docosahexaenoic acid,Eicosadienoic acid,Eicosapentaenoic acid,Eicosatrienoic acid,Eicosenoic acid,Glutamic Acid,Glutamine,Glycine,Hexadecanoylcarnitine,Hexanoylcarnitine (Fumarylcarnitine),Hexose,Histamine,Histidine,Homoarginine,Hypoxanthine,Indoxyl sulfate,Isoleucine,Kynurenine,L-Anserine,Lactic acid,Leucine,Lysine,Lysophosphatidylcholine a C16:0,Lysophosphatidylcholine a C16:1,Lysophosphatidylcholine a C18:0,Lysophosphatidylcholine a C18:1,Lysophosphatidylcholine a C18:2,Lysophosphatidylcholine a C20:4,Lysophosphatidylcholine a C24:0,Malonylcarnitine (Hydroxybutyrylcarnitine),Methionine,Methionine-Sulfoxide,Octadecadienoate,Octadecadienylcarnitine,Octadecanoylcarnitine,Octadecenoylcarnitine,Ornithine,Phenylalanine,Phosphatidylcholine aa C30:0,Phosphatidylcholine aa C32:0,Phosphatidylcholine aa C32:1,Phosphatidylcholine aa C34:1,Phosphatidylcholine aa C34:2,Phosphatidylcholine aa C34:3,Phosphatidylcholine aa C34:4,Phosphatidylcholine aa C36:1,Phosphatidylcholine aa C36:2,Phosphatidylcholine aa C36:4,Phosphatidylcholine aa C38:4,Phosphatidylcholine aa C38:6,Phosphatidylcholine aa C40:6,Proline,Proline betaine,Propionylcarnitine,Putrescine,Sarcosine,Serine,Serotonin,Spermidine,Sphingomyelin C16:0,Sphingomyelin C18:0,Sphingomyelin C18:1,Sphingomyelin C24:1,Succinic acid,Taurine,Tauro-muricholic acids,Taurocholic acid,Tetradecanoylcarnitine,Threonine,trans-4-Hydroxyproline,Trigonelline,Trimethylamine N-oxide,Tryptophan,Tyrosine,Valerylcarnitine,Valine,Xanthine
GF08,AngII,GF,0.285286,0.568128,3.735372,2.874095,0.639448,1.60928,4.232424,5.059379,0.645967,0.76999,0.103422,2.486897,0.430556,0.950214,0.370667,0.063504,22.697338,1.816085,0.117025,0.130853,0.309668,0.00418,0.001594,0.009544,0.008849,0.008508,0.00011025,0.000704,8.984825,0.075341,0.588552,0.046954,0.112313,2.088889,2.449741,0.453321,0.200674,0.151431,2.004852,0.017519,0.929859,0.006866,2.889876,0.33485525,1.971355,0.096325,0.847563,586.377163,3.518032,3.05011,6.173827,0.187939,3.281801,1.521177,3.589866,0.864832,0.012461,0.145739,1.175555,1.483011,2.360661,0.095883,0.077918,0.189414,0.643351,1.25646,0.017874,0.223078,0.075669,2.096155,5.018451,0.244241,0.008719,0.478194,3.962414,1.84806,1.37986,1.47554,0.569687,0.685476,0.367034,0.294243,0.171439,0.078862,2.225424,2.993528,2.223638,0.632173,0.0428,0.018396,0.335811,48.600346,6.082458,0.903019,0.322416,0.080318,2.669356,1.360116,0.207841,0.006936,2.297495,1.367574,0.085442,3.791953,1.925766
GF17,AngII,GF,0.507317,0.485894,4.871654,5.750943,0.832551,1.69741,4.681895,4.397005,1.485555,0.349595,0.121802,3.117006,0.459783,1.430055,0.270423,0.044998,19.320538,2.783682,0.087522,0.090574,0.248048,0.00267,0.000802,0.004277,0.004782,0.005764,0.00011025,0.000507,8.604007,0.060581,0.554765,0.021938,0.113263,1.426002,3.316755,0.803956,0.143616,0.282138,1.427508,0.006319,1.387236,0.006866,1.998588,0.33485525,2.240191,0.190349,0.590234,616.275578,4.429352,3.730062,6.028347,0.123525,3.570793,1.130389,2.429006,0.649884,0.01185,0.161732,2.376619,1.272221,1.933534,0.071174,0.081653,0.119868,1.030914,1.915588,0.01676,0.216486,0.040084,1.483588,4.860314,0.164728,0.00617,0.356968,3.820184,1.696324,1.479107,1.778998,0.741286,1.625253,0.178099,0.464839,0.196853,0.169637,3.845217,2.775477,1.373899,0.593241,0.048675,0.020451,0.308416,60.641914,5.0518,2.402236,0.861366,0.066393,4.826714,2.055795,0.158321,0.006936,2.577161,1.628268,0.16613,4.479801,1.619231
GF22,AngII,GF,0.341214,0.428502,5.123805,2.807091,0.626917,1.582238,5.347791,3.656959,0.754701,0.20087,0.097355,2.395411,0.463784,0.89494,0.31587,0.050269,16.271741,1.636666,0.132548,0.067626,0.247757,0.003137,0.001025,0.004346,0.005331,0.005865,0.00011025,0.000569,13.038103,0.088023,1.045805,0.041763,0.134916,0.942064,3.456197,0.582111,0.229692,0.231098,2.098588,0.028603,1.188897,0.006866,1.28423,0.33485525,1.582684,0.142576,0.694732,521.56129,3.207887,2.798319,6.110711,0.174262,3.54807,1.33052,3.39854,0.888761,0.021151,0.226434,1.040897,0.432596,2.852536,0.098482,0.082613,0.235328,0.843921,1.402834,0.0229,0.228347,0.064296,1.901343,4.328929,0.267327,0.009287,0.490647,3.555474,1.854633,1.509646,1.773883,0.689754,0.691704,0.09498,0.357316,0.177468,0.08235,2.231534,2.527095,0.858253,0.698716,0.052038,0.018712,0.36312,90.441935,5.683624,3.915768,3.433943,0.084795,2.718919,1.735919,0.097932,0.006936,2.146632,1.318676,0.155912,3.056388,1.114825
sGF3,Sham,GF,0.323023,0.398785,4.381295,3.627514,0.495525,1.468229,8.167822,4.408031,1.161101,0.675208,0.105982,3.841646,0.234472,1.385872,0.471502,0.030868,30.879785,1.546173,0.093475,0.051044,0.214314,0.002829,0.000944,0.002645,0.004515,0.006739,0.00011025,0.00056,14.047751,0.066631,0.862294,0.039371,0.09338,1.92363,4.359409,0.791299,0.211604,0.154323,2.364252,0.028006,1.46854,0.006866,0.537959,0.33485525,1.928847,0.112964,1.049669,677.866038,4.231627,3.95016,7.798637,0.161171,3.996012,1.155926,3.365029,0.785839,0.013923,0.203681,1.913472,0.901635,2.335056,0.080048,0.080865,0.152288,0.951768,1.936404,0.014442,0.157645,0.026605,1.016333,3.877595,0.141048,0.004829,0.223402,2.597162,1.210494,0.870735,1.407516,0.406313,1.102091,0.12257,0.679585,0.242358,0.096334,3.145142,4.068139,1.253326,0.500391,0.038499,0.015574,0.312164,73.754717,6.530795,2.989242,0.862829,0.05324,3.288369,1.521866,0.080928,0.006936,2.215598,1.541691,0.144486,3.868201,0.941813
sGF4,Sham,GF,0.321102,0.398164,4.525172,3.126173,0.486787,1.704347,9.204702,4.323642,1.164134,0.567206,0.104631,3.04303,0.223424,1.212438,0.420637,0.032591,25.991683,1.633654,0.076179,0.045779,0.314238,0.000793,0.000648,0.001604,0.001764,0.002812,0.00011025,0.000332,16.693422,0.084202,1.26502,0.040252,0.088076,1.640638,4.202364,0.781587,0.191655,0.232067,1.981677,0.024614,1.491498,0.006866,1.984035,0.33485525,1.947781,0.13044,0.891035,547.327787,4.06608,3.537099,7.27247,0.172238,3.452376,1.110665,3.075484,0.718221,0.013329,0.179427,1.443379,0.651757,3.114299,0.075761,0.072216,0.149819,0.925579,1.835023,0.014165,0.129638,0.022221,0.888505,3.066266,0.117279,0.00433,0.182484,1.897768,0.888677,0.620701,1.122899,0.309077,0.966268,0.139999,0.397751,0.208127,0.081453,2.911293,3.833988,1.229992,0.452349,0.039169,0.016962,0.313936,49.079867,5.930227,3.32117,0.90942,0.067946,3.158137,1.280332,0.070439,0.006936,2.196827,1.44403,0.135761,3.98289,1.674812
GF10,AngII,GF,0.24133,0.388835,3.666884,3.427341,0.501601,1.296246,3.405063,4.659477,0.691835,0.183812,0.105636,3.914885,0.519345,1.161747,0.307211,0.068885,17.190448,2.047657,0.082043,0.230613,0.253855,0.004623,0.001408,0.011415,0.009652,0.010908,0.00011025,0.000386,6.75351,0.114681,0.52267,0.024224,0.089868,0.552597,3.440224,0.470018,0.214438,0.126981,1.810227,0.01248,1.188927,0.006866,3.432632,0.33485525,1.91334,0.087849,0.689952,644.87108,3.279326,2.978485,5.828315,0.212974,3.538718,1.727701,4.398613,0.931413,0.026532,0.15609,1.401803,0.587114,2.548274,0.114108,0.066749,0.225236,0.599734,1.168818,0.031165,0.212932,0.090243,2.050325,2.630795,0.305557,0.010722,0.847692,2.471989,1.855297,1.367358,1.539434,0.668811,0.768371,0.202378,0.266107,0.181992,0.117457,3.031563,2.346779,0.960397,0.829421,0.052282,0.024822,0.354466,87.172474,5.842176,2.431872,0.770806,0.061929,2.978277,1.555715,0.184905,0.006936,1.750345,1.385587,0.124258,3.659786,1.82202
GF19,AngII,GF,0.252922,0.377126,3.651061,3.199336,0.466679,1.026527,3.98012,1.249784,0.729374,0.304406,0.084276,2.940776,0.559842,0.891918,0.239567,0.062631,17.557388,1.427191,0.088189,0.055134,0.323212,0.003761,0.001418,0.006799,0.006562,0.007287,0.00011025,0.00059,10.146988,0.075215,0.966466,0.045945,0.111627,1.113988,3.222938,0.48096,0.15784,0.234345,3.633349,0.009268,1.130717,0.006866,0.706237,0.33485525,1.597549,0.081248,0.421663,565.398625,3.12234,2.77006,5.466566,0.160734,3.282082,1.185416,3.49904,0.817033,0.009973,0.136574,1.162245,0.499648,2.431808,0.099435,0.071347,0.185069,1.805109,1.327932,0.014125,0.156387,0.061319,1.719234,4.551081,0.232883,0.007997,0.413442,3.836614,1.615938,1.165525,1.390386,0.546108,0.699902,0.084703,0.306318,0.183213,0.100398,2.297344,3.296668,0.962661,0.538085,0.035088,0.015638,0.277603,96.804124,6.386264,11.637697,1.746734,0.079914,2.704302,1.550783,0.137687,0.006936,1.908081,1.416722,0.103081,3.309061,0.9617
sGF5,Sham,GF,0.313551,0.33599,4.404654,3.221519,0.439325,1.440664,4.266578,4.231439,1.093678,0.631457,0.09788,3.055406,0.235033,1.224369,0.37152,0.02667,28.271033,1.541677,0.084131,0.051311,0.192849,0.002075,0.000718,0.002063,0.003684,0.006182,0.00011025,0.000723,10.664444,0.039967,0.62843,0.034128,0.084333,1.688077,3.968489,0.650024,0.172665,0.205131,1.79501,0.014311,1.25647,0.006866,1.617211,0.33485525,1.80312,0.09379,0.89293,624.675579,3.724779,3.143401,6.654751,0.129525,3.17766,0.927919,2.683293,0.635226,0.008013,0.178817,1.395933,0.631666,2.175235,0.083701,0.074216,0.143827,0.802272,1.674572,0.010478,0.138639,0.023447,0.828304,3.714388,0.115683,0.004042,0.181242,2.398215,1.119186,0.784269,1.253266,0.357726,0.947505,0.115168,0.646203,0.210103,0.093704,3.068531,4.255636,1.176432,0.425736,0.031024,0.012049,0.273061,60.909091,6.215314,2.054465,0.601728,0.069902,3.087209,1.228364,0.082948,0.006936,1.785791,1.211964,0.189737,3.667582,1.555508
GF15,AngII,GF,0.463467,0.58068,6.561545,3.613894,0.642811,1.940999,5.845604,4.179438,1.07047,0.25753,0.114302,2.390459,0.471835,1.587249,0.199448,0.047438,21.449143,2.181216,0.068983,0.053271,0.321576,0.00249,0.000748,0.003578,0.004374,0.004658,0.00011025,0.000512,12.984409,0.079562,1.012776,0.040678,0.165744,1.165303,4.653843,0.748442,0.168834,0.199373,2.050845,0.010866,1.377813,0.006866,1.564053,0.33485525,1.818455,0.161681,0.428343,587.409247,3.837552,3.259038,5.63462,0.143315,3.153631,1.264832,3.280359,0.848623,0.00862,0.218958,1.277872,0.762962,2.562458,0.081353,0.07442,0.168757,0.868206,1.616503,0.012899,0.149134,0.040933,1.459098,3.813044,0.154783,0.004724,0.32375,2.970057,1.249744,0.978251,1.231034,0.463266,0.990146,0.136721,0.624955,0.18168,0.07861,2.62204,2.491542,0.988502,0.516599,0.040546,0.016416,0.262268,63.684932,5.922125,3.601811,1.463389,0.072444,3.722511,1.718227,0.077178,0.006936,2.20275,1.484226,0.26016,3.61538,1.314188
GF20,AngII,GF,0.349088,0.46707,4.276858,3.001562,0.628769,1.34525,3.921995,3.577532,0.787396,0.182327,0.096504,2.119047,0.304054,0.789531,0.430331,0.042186,13.744985,1.805618,0.08824,0.087112,0.228232,0.003636,0.001653,0.005425,0.007053,0.008662,0.00011025,0.000505,10.300641,0.047697,0.841506,0.037014,0.080685,0.672354,3.54861,0.55252,0.19412,0.203023,2.275734,0.016767,1.227042,0.006866,1.09462,0.33485525,1.442631,0.135593,0.829086,490.078671,2.749038,3.146304,5.668946,0.168563,2.69938,1.114671,3.026217,0.726514,0.01114,0.173363,1.047654,0.466618,2.066835,0.090931,0.064551,0.17329,0.792749,1.160624,0.014678,0.168629,0.055262,1.627508,4.441284,0.228901,0.007055,0.332618,3.316759,1.558489,1.089757,1.45793,0.531153,0.655747,0.102351,0.270514,0.153063,0.074192,2.407065,3.162708,0.801779,0.512131,0.037171,0.015338,0.264949,45.963287,6.521205,3.088308,0.66575,0.080828,2.80949,1.634385,0.161712,0.006936,1.993462,1.144313,0.127887,3.060169,1.143498
